"Date","No.","Description","Debit","Credit"
"5/7/2018","","53585 POS PUR 05/04 07:34 DUNKIN #353396 Q COLLIER TWNSH PA 3533005 053~5814","-2.7300",""
"5/7/2018","","0207 RECURRING 05/06 23:35 IPY*Goldfish Wex 724-7998850 PA 00001000 0002~8299","-1.2500",""
"5/7/2018","","COMENITY PAY UR WEB PYMT P18124172813550","-50.0000",""
"5/7/2018","","PAYPAL INST XFER SPOTIFYUSAI","-10.6900",""
"5/7/2018","","PAYPAL INST XFER DROPBOX","-9.9900",""
"5/4/2018","","46579 POS PUR 05/02 08:20 CARNEGIE MUSEUMS 412-622-3370 PA 00010037 046~7991","-12.5000",""
"5/4/2018","","53416 POS PUR 05/03 00:42 DUNKIN #353396 Q COLLIER TWNSH PA 3533005 053~5814","-2.7300",""
"5/4/2018","","BARCLAYCARD US CREDITCARD 538838166","-70.0000",""
"5/4/2018","","PAYPAL ECHECK 4MK22AG9EP9XQ","-70.0000",""
"5/4/2018","","CAPITAL ONE MOBILE PMT 812339800426018","-70.0000",""
"5/3/2018","","61366 POS PUR 05/02 04:36 APL* ITUNES.COM/ 866-712-7753 CA 00000000 061~5735","-16.0400",""
"5/3/2018","","NTB ONLINE PMT 132634576756559","-40.0000",""
"5/3/2018","","PAYPAL INST XFER STARBUCKS","-15.0000",""
"5/2/2018","","4667 RECURRING 05/01 05:07 IPY*Goldfish Wex 724-7998850 PA 00001000 0046~8299","-88.0000",""
"5/2/2018","","13019 POS PUR 05/01 20:34 BP#953429836191 PITTSBURGH PA 9534001 013019 ~5542","-51.3400",""
"5/2/2018","","PAYPAL INST XFER GRUBHUBFOOD","-23.1000",""
"5/1/2018","","78537 POS PUR 04/28 05:17 BLS*OZ-CODE97254 LONDON GB 00000000 078537 ~7372","-10.0300",""
"5/1/2018","","AES STDNT LOAN PA3767191732B","-104.8400",""
"4/30/2018","","WalMart CC WM EPAY 1574172747","-60.0000",""
"4/30/2018","","PAYPAL INST XFER GRUBHUBFOOD","-37.2000",""
"4/30/2018","","5930 RECURRING 04/27 17:46 LA FITNESS 949-255-7200 CA 00000000 005930 ~7997","-30.0000",""
"4/30/2018","","78623 POS PUR 04/28 11:47 APL* ITUNES.COM/ 866-712-7753 CA 00000000 078~5735","-16.0400",""
"4/30/2018","","52524 POS PUR 04/27 13:32 DUNKIN #353396 Q COLLIER TWNSH PA 3533005 052~5814","-5.9400",""
"4/30/2018","","6589 POS PUR 04/28 23:36 DUNKIN #349047 Q PITTSBURGH PA 3490001 006589~5814","-5.2800",""
"4/27/2018","","DEVELOPMENT DIME DIRECT DEP 634067173524MU9","","1801.6800"
"4/27/2018","","96980 POS PUR 04/26 02:22 SUBWAY 00 BRIDGEVILLE PA 001 096980 ~5814","-10.7000",""
"4/25/2018","","92948 POS PUR 04/23 11:20 SUNOCO 036304640 PITTSBURGH PA 0363003 092948~5542","-46.0800",""
"4/25/2018","","PAYPAL INST XFER WALGREEN CO","-28.5900",""
