"Date","No.","Description","Debit","Credit"
"3/20/2020","","84887 POS PUR 03/18 09:44 SAMSCLUB.COM 888-746-7726 AR 62790089 084887 ~5300","-45.0000",""
"3/20/2020","","50005 POS PUR 03/19 16:54 MOE'S SW GRILL # WEXFORD PA 00215815 050005 ~5814","-13.2700",""
"3/20/2020","","17174 POS PUR 03/19 SP * RPIPRESS ST CAMBRIDGE GB MN62F1SD 017174~5192","-26.1600",""
"3/20/2020","","PAYPAL INST XFER DISNEY PLUS","-7.4800",""
"3/19/2020","","35759 POS PUR 03/18 02:40 AMAZON.COM*AM0GI AMZN.COM/BILL WA 00000000 03~5942","-22.2600",""
"3/18/2020","","99352 RECURRING 03/17 05:48 NYTIMES 800-698-4637 NY 00000000 099352 ~5968","-4.0000",""
"3/18/2020","","PAYPAL INST XFER NETFLIX.COM","-13.9000",""
"3/17/2020","","15393 POS PUR 03/17 02:39 AMZN Mktp US*RS5 Amzn.com/bill WA 00000000 01~5942","-29.8900",""
"3/17/2020","","46390 POS PUR 03/16 02:49 USPS PO 41663700 PITTSBURGH PA 00000000 04639~9402","-66.4500",""
"3/17/2020","","91396 POS PUR 03/17 06:50 AMZN Digital*6P0 888-802-3080 WA 00000000 091~5818","-15.8900",""
"3/17/2020","","48221 POS PUR 03/17 19:20 AMZN Digital*3A7 888-802-3080 WA 00000000 048~5818","-15.8900",""
"3/16/2020","","46558 POS PUR 03/14 18:13 APPLE.COM/BILL 866-712-7753 CA 00000000 04655~5735","-21.3900",""
"3/16/2020","","59300 POS PUR 03/14 07:27 COMCAST THREE CS 800-266-2278 PA 00000000 059~4899","-161.0900",""
"3/16/2020","","10805 POS PUR 03/13 21:44 ACTBLUE*JOE.BIDE actbluecc.com MA 29732021 01~8651","-16.5000",""
"3/16/2020","","7989 POS PUR 03/13 22:29 ACTBLUE*JOE.BIDE actbluecc.com MA 29732021 00~8651","-8.0000",""
"3/16/2020","","70577 POS PUR 03/15 23:34 APPLE.COM/BILL 866-712-7753 CA 00000000 07057~5735","-4.2700",""
"3/16/2020","","69838 POS PUR 03/15 22:28 APPLE.COM/BILL 866-712-7753 CA 00000000 06983~5735","-4.2700",""
"3/16/2020","","69367 POS PUR 03/15 21:33 APPLE.COM/BILL 866-712-7753 CA 00000000 06936~5735","-4.2700",""
"3/16/2020","","66862 POS PUR 03/15 21:48 APPLE.COM/BILL 866-712-7753 CA 00000000 06686~5735","-4.2700",""
